station_year,sens_whole,sens_diff_winter,sens_diff_spring,sens_diff_summer,sens_diff_fall,point_whole,point_diff_winter,point_diff_spring,point_diff_summer,point_diff_fall,pop_whole,pop_diff_winter,pop_diff_spring,pop_diff_summer,pop_diff_fall,gee_whole,gee_diff_winter,gee_diff_spring,gee_diff_summer,gee_diff_fall,resp_whole,resp_diff_winter,resp_diff_spring,resp_diff_summer,resp_diff_fall,anthro_whole,anthro_diff_winter,anthro_diff_spring,anthro_diff_summer,anthro_diff_fall
BIK180_2008,4.776433461406956,18.38410703342501,-9.780140215784343,-20.320230810310875,12.047037300649237,0.742390429230255,26.74059810049158,-42.33674181900508,-19.142088608521036,35.413823870194165,25230.280052801205,30.795987689301597,-36.658776822791964,-25.918106344634168,32.46855353490949,-4.840837097954411,-95.02742161223101,-9.101418206995803,136.331353293577,-33.60064462914781,3.9225507730134614,-47.52640612648076,-20.900933292755795,38.9673446851524,29.261462740761118,2.384841707079867,39.25256438904435,-27.471536643886267,-40.443636322620904,29.40892915951224
BIK180_2009,5.438168084080416,39.03797680418484,-17.312674594301726,-26.291590023584135,5.474444312844696,0.7459964750260489,38.69157593132215,-40.912948066283384,-25.816668039645478,29.19651481237875,24831.827896336028,45.26076583499926,-33.14081648268295,-27.434700304580588,16.477787025036278,-5.075674184521177,-96.50033676503348,-29.757277380573285,161.38545737777434,-37.63475000977451,3.936171087660586,-42.31098899542801,-28.06963274745523,50.83078784161427,18.834755394789966,2.4825369346953856,59.67961531111922,-31.059009252442934,-40.20426026072761,13.02258700231829
BIK300_2011,4.538799229276965,14.504792612341703,-19.15624360421117,-10.400165780913923,15.53580580572256,0.832809847278582,38.01554994724057,-42.5258844580207,-23.87345944297688,29.531210369671612,25000.36469999308,26.22009442376077,-34.7750127221542,-16.320198882117452,25.724735928071624,-5.797885485447291,-97.2962173908337,-26.064243924289954,155.47980023346116,-34.61067709086507,3.6750045863873204,-53.776247459943406,-28.244261960035416,67.71739579643815,13.27839514775657,2.4281030914750117,44.602603339930255,-33.40512825927365,-32.62884139159867,22.647152827324504
BIK300_2008,4.385344338310249,13.257957318354244,-6.61131092823787,-18.71582791868599,12.347501735678605,0.71951758621315,23.683376683877185,-42.09992755008103,-14.472609763386686,33.51083686380443,22665.311280498012,25.86011276879927,-34.548446882499675,-23.779047725808823,33.10834331872141,-4.656423763026675,-94.8316911283871,-9.212111804980566,135.906339104097,-33.25478042676349,3.5695069308466274,-49.665498250637974,-19.241206151650275,38.28410562453698,30.41333614618108,2.20033456740039,36.13688300299316,-26.28424871951502,-37.18140025027681,28.02619068075242
BIK300_2013,4.969484869389725,21.561931056901955,-6.496294406057672,-19.727315376422524,5.186794558978079,0.7358669274242082,39.342474874430366,-22.907210794537576,-41.14799403230527,25.848968190888073,23644.591636016863,27.252988170575378,-20.40723333970817,-32.183066089254424,26.214710023217222,-5.854908287867722,-97.18197612228988,-15.676012671959555,152.09139978698215,-41.80041498435154,4.0314699162104946,-55.06137143623409,-18.06196453877625,43.96498032836135,28.26863710570592,2.2871900267546557,47.7237190467809,-17.029242214002082,-45.65730890628596,16.17613174567269
BIK300_2018,4.336430471123582,17.544374222637288,-5.768287778018191,-23.572233537954574,12.311365725627923,0.5869108060254998,36.93957159601294,-3.816383174362713,-42.80056394496129,10.59557902567731,19376.395816483695,30.690256256732198,-2.6997526741575086,-39.41739539313289,12.226973176756246,-5.2471051017518375,-97.67000972967362,7.800411999099637,108.52273191595208,-21.004707302353097,3.959819999131,-59.27035322418028,-8.286510473213724,35.079712538490014,31.5313978040748,1.9266082975962027,43.40082043908214,-5.1094754131072335,-45.714443587657236,8.458535258823503
BIK300_2015,4.395042693934676,22.483176070305078,-16.42170506894736,-19.82245605146045,14.406340403846826,0.7702816312087364,51.574569195488635,-19.614484092990182,-34.5541688843538,3.7560972123259972,23654.767944444,44.54413100337885,-17.69334344109214,-29.959507247637887,4.121873330319488,-4.621530012503337,-92.7141414197916,-15.632166045762375,140.89382328615469,-34.94285426741597,3.6386308844854205,-36.428063300732205,-30.843997303692504,40.28630595515264,26.481684627819362,2.14806324507835,60.13338124067519,-18.405795477212806,-45.5266200995284,5.162394740653056
BIK300_2007,4.570100884102316,20.35487159320553,-13.146357383853186,-13.100363854766186,6.4039550611482525,0.7610502416746463,48.74921190303695,-36.65666807964553,-21.676204564366856,10.76038694478909,23236.663567696225,44.226006439265376,-29.690774285504787,-18.626614393550085,5.10834262570512,-5.458663396072689,-96.72669823150872,-12.215483826080344,143.0229156977334,-36.58110869622302,3.6800185606322877,-49.86318035433456,-17.35855826439233,63.57741121781879,2.5884808810426136,2.320215551992711,57.19823022075644,-27.131572103588525,-35.39076394477121,6.639716445945211
BIK300_2014,4.275054293634979,9.687997832625527,-13.089543627230029,-11.91340133617193,15.696166282381128,0.5625053899449572,53.938319609070504,-31.874444040592564,-15.759208175816568,-5.188491878095746,19528.304647880468,41.07085886038291,-25.143848653836088,-16.650926077867595,1.6345272294755517,-5.670166651680731,-95.51825283971536,-8.492563057788644,130.41317026337973,-28.791792388351666,3.95809516365589,-50.835439188004365,-18.27288876101092,44.783023736632686,23.47535284794715,1.8080354670390084,52.15245251151421,-22.792673653891285,-31.43233083631351,3.2415350226655306
BIK300_2017,4.57557421439578,21.724032349514474,-12.325150265405966,-15.64042294994421,6.787580487427604,0.7566678528037899,38.75818296028416,-27.450092187956372,-24.117393231808904,13.801892221899294,23493.58767531784,36.7399601265879,-25.85151986730169,-22.182884295204133,12.226030456677321,-4.58290280776138,-96.74084441015117,-22.3396300506499,145.07272668964652,-28.404053778836087,3.4282571791533014,-53.01439619191597,-23.433232317385034,47.651854376818676,27.947059646203726,2.1538625731176957,49.762125764249504,-20.657033680026558,-39.814225939383896,11.920489738497906
BIK300_2012,4.6356855619174215,10.492447036571491,-13.03183551677023,-17.72397949699716,20.601343966358172,0.7201182068616311,6.561531958863753,-35.136339724013155,-14.809314433867854,43.93297554141145,23281.120418581148,-3.7670095172070575,-27.002304962357087,-17.612272641599446,48.87185720472365,-5.306665174246171,-98.69972473855849,-18.04705532929745,148.0787594064506,-32.76089916361833,3.735568927570503,-65.42165442010922,-19.613198065654387,52.20977701962798,32.466871301806265,2.157863182925395,23.554765132155666,-24.276637196183742,-33.49042059266509,34.84709548953771
BIK300_2016,4.456415131584246,15.960411269536309,-2.3314098515489547,-19.14532173803873,5.752328359497156,0.6818747308631949,47.34480497753162,-35.55707961106582,-12.308173727622332,1.0464401560872147,21139.293109276667,40.29824961844952,-30.76532687519915,-11.968671335229715,2.9053529679180343,-4.950286589415947,-95.91173053770129,-16.10903017494816,140.2000322809572,-29.542908954088063,3.5415621974691502,-52.223171322906126,-11.476890956206844,49.45762734995844,13.825064199552827,2.035159214609789,49.8937194973814,-20.15615293768886,-33.416313209497545,4.267455069004896
BIK300_2010,5.133931611361048,26.107297984217496,-8.340923293083634,-15.323486889852802,-1.895945953290294,0.7562127445978126,27.172804534737168,-12.901769037321586,-29.69500295926592,16.190666105051605,23576.634838649858,20.869433216877397,-7.955258698824778,-20.380553073582945,8.007095533434523,-5.682128627759861,-97.74057494380921,-15.262568435423375,162.26886939917176,-51.95525212881345,4.101952751605882,-58.92745091543682,-13.189479345398553,72.5649332659633,-1.748034926402724,2.415824318382431,39.89498735047982,-14.464712190190738,-34.74410046857338,10.29298794574855
BIK300_2009,5.017201973645257,34.556899116882676,-14.899858450150802,-24.225013679455557,5.377662806641069,0.7302492299086072,37.35551562915006,-39.072054877925936,-21.829192320641027,24.625476215875253,22550.138968728355,40.03555188739648,-31.300207485167405,-23.42431050323796,15.730285550193514,-4.912790851058891,-96.3363395007779,-29.164072931655312,160.30822125525117,-37.307594403305636,3.6324559412219575,-43.978273567726255,-27.955699137805283,52.58699154233665,18.59302988877451,2.2759635516775707,54.84388564493969,-29.002477788615465,-37.18291396308769,12.671498166067252
BIR_2018,5.438240468865738,6.17315996756372,8.367847323451485,-13.839596712321182,-0.5734445418102325,0.4966738003528416,25.555540159538708,-7.162338027198501,-37.07975878602496,19.453563653385416,15102.727621070942,17.685905157855416,-8.251638756709056,-30.42828253883512,21.613420823989827,-3.3499288718073674,-96.96260168285107,31.090499776666377,101.78618705781042,-38.43979161884914,2.9449520141484973,-74.80514031714546,-6.149280844178932,75.12112668742924,4.253327593011619,1.908792102686848,35.19404675775695,-7.894160060574578,-40.68964544981325,14.31039449184135
BIR_2015,4.710078050919579,-6.4589658848759655,-11.770900691132269,-0.7188501260647371,19.014989063966567,0.399661691118912,27.332009919714324,-30.212671175566456,-21.197969100227994,24.9439342043825,12553.26911697715,24.57186464008609,-32.129236469846546,-18.354449297280112,26.73660739525168,-2.661393093278949,-93.19616094661158,-51.60120316069722,140.35226197705643,2.4456821328570726,2.113800179251993,-65.5104906687648,-61.526816570185645,82.38802307188985,43.70014463771474,1.6088158425144536,34.02918860673424,-18.868456004850074,-31.113706839701265,16.876175902116913
BIR_2007,5.364478361366707,-5.983235369587874,0.7307759225773367,4.188944663683387,0.9437020805156635,0.3686937289371781,-1.1689220831672742,-13.56063279425679,1.1781126640203752,13.674668565569362,11661.869263644785,-2.2076596312755754,-7.2574178486758,-0.8755976470878579,10.405788927747821,-3.4268131023346036,-96.85784989780471,-29.207113309213057,173.54918407508683,-50.13476944679083,2.516522955512225,-76.2327415978002,-25.522725098970326,124.91787349044037,-25.092383606738693,1.7017951537176375,10.740663348058405,-7.862464953201936,-19.634475200523283,17.17647025074136
BIR_2017,5.003253764492794,7.97019986909757,-3.450246933537187,-2.264812428906424,-2.104753042571005,0.3627559152166311,38.06743363993695,-8.810757074118527,-18.876783120270815,-9.657311315500067,11343.085778010241,36.26973060379305,-9.881972292310024,-13.313253481564288,-12.42104377082353,-2.6944629860971183,-94.09619970952637,-6.6148818941508125,119.23957666120032,-20.80015323858437,2.132185081621154,-68.44231411827168,-28.536944241079112,74.84709333919372,20.87114894085616,1.6492077237076646,48.948537018299305,-7.292044837664207,-29.2168722800793,-11.500526997961899
BIR_2016,5.241422523816688,-8.676804445164677,8.871979276070817,2.61322163482194,-2.9346074647488933,0.42487115438050077,-12.903337588396354,14.529574072733382,-18.20962895866475,16.623832637909388,12964.085933804496,-3.3366319026477527,6.3003041417217815,-16.626708665778494,13.77651339949621,-3.2129007855198397,-95.05724840429477,-9.890718146872402,131.20044554159756,-27.585552917845007,2.6525838637357846,-77.14186773272448,-23.007980798266033,90.1964698338385,9.21504365280505,1.7446263770772923,11.801698792436952,7.559472193015935,-24.60638411062341,5.432541827561835
BIR_2019,5.8620427592184745,7.316099490278589,-11.300038476930226,0.3581508669200133,3.826425340613838,0.46830322116858014,29.4187929134728,-32.66626360584527,-6.366856883595389,10.36654640457131,14714.499430531841,30.08305827100824,-35.03170825647585,-0.2702850950791458,5.937452131344003,-3.4258608515238222,-88.35819181798882,-14.555144325120864,146.3851971049045,-45.89151200133078,2.825389849632742,-63.29278485681571,-20.11178846908578,92.65027139459087,-10.738349363000594,1.8994766313341862,46.73662554147768,-23.237336592881448,-33.54622248519652,11.184517982969027
BIR_2009,5.9226495494251195,15.967523697123596,2.290217670134865,-8.91337303979546,-9.096119106948834,0.5042777898781913,48.63502885006375,-9.96599835581128,-29.665089308226513,-8.033983861695106,15566.386585641074,43.19328059456274,-5.017902535522708,-28.984603424518056,-8.342469287768012,-2.839369964645594,-95.62544900210133,-9.281674123311902,157.58648776894353,-55.3599169803186,2.41923159042118,-64.51779101890259,-18.967676089236804,100.31840145923857,-18.43588508064758,1.9519463773317551,57.26275647764504,-8.565233944337834,-34.32668867512895,-13.270232988979231
BRM212_2011,5.709713800573305,7.1577234219531505,-19.546925905044773,-29.92950986747843,42.9410657483115,0.8649471985155253,5.50887026813966,-0.3538404985693546,-27.61276534041687,22.825597945650244,96460.58382302301,-0.7449621638387214,-16.877125168343426,-39.160782628095156,57.39048474744891,-8.296082327669854,-90.22324002367584,7.777214644194231,70.49157112487174,10.102893531612693,5.52191519862319,-52.03617730827568,-14.002611198023402,18.001776008663725,47.42123950731758,4.994338921961815,17.689722718926063,-13.474230863421482,-52.24965254858749,48.950793727488815
BRM212_2012,5.249549692136333,-5.217906832808254,-12.975051236574146,-18.745305183055464,37.286838597708424,0.8697712242433587,5.3752973849315,-0.5306697893643673,-31.46550940035472,26.972488169509745,84541.08981195462,-8.174634384550131,-11.276592627418609,-23.280726627521105,43.111704400533085,-7.3529969031464,-96.23139856320874,-11.421464533727175,109.50617279653079,-2.93116363654876,5.121924336483597,-67.19650043025467,-19.760767585554092,46.910456404983876,39.748463382039944,4.544630830233207,12.93636813661847,-8.172340177488735,-43.52095389656211,39.32498411407025
BRM212_2019,5.490046831489173,20.121114121632687,-17.381580067195117,-11.754355221806108,9.556107424628308,0.9087863233157277,14.648308412574778,-1.89847684176992,-10.075151096390442,-2.3821317233074097,94855.77729577423,20.794485869177464,-24.359231082060546,-5.400137718961844,9.520419796352613,-7.754865325780612,-87.46175914563601,-21.751706578944862,126.8399018741182,-19.74236971482098,5.302638017187814,-53.331722182742084,-32.84044344304826,73.90040617276796,11.234488190248015,4.681900350214835,39.244326525507944,-19.096321717473913,-30.198177620803605,11.023126943140866
BRM212_2010,5.728007057194747,34.26278103484458,-14.306339741892543,-20.232505456507894,1.0321259902948583,1.0927057909082432,28.82680654516605,-8.310553798894489,-15.039777679627974,-4.903099923526085,87649.55880063538,36.2487981130854,-21.277857845102304,-18.259644200943157,4.121520418225174,-6.862431448699607,-95.90440912278851,-13.976792040662914,123.81559633990506,-16.19530960966283,4.7124934089095945,-54.58827761593608,-16.884995684066666,59.162593787717185,11.246219339542819,5.2047222720266175,56.25789248832791,-18.95897469998951,-38.05930504461258,2.005180357734943
BRM213_2011,5.709713800573305,7.1577234219531505,-19.546925905044773,-29.92950986747843,42.9410657483115,0.8649471985155253,5.50887026813966,-0.3538404985693546,-27.61276534041687,22.825597945650244,96460.58382302301,-0.7449621638387214,-16.877125168343426,-39.160782628095156,57.39048474744891,-8.296082327669854,-90.22324002367584,7.777214644194231,70.49157112487174,10.102893531612693,5.52191519862319,-52.03617730827568,-14.002611198023402,18.001776008663725,47.42123950731758,4.994338921961815,17.689722718926063,-13.474230863421482,-52.24965254858749,48.950793727488815
BRM213_2012,5.249549692136333,-5.217906832808254,-12.975051236574146,-18.745305183055464,37.286838597708424,0.8697712242433587,5.3752973849315,-0.5306697893643673,-31.46550940035472,26.972488169509745,84541.08981195462,-8.174634384550131,-11.276592627418609,-23.280726627521105,43.111704400533085,-7.3529969031464,-96.23139856320874,-11.421464533727175,109.50617279653079,-2.93116363654876,5.121924336483597,-67.19650043025467,-19.760767585554092,46.910456404983876,39.748463382039944,4.544630830233207,12.93636813661847,-8.172340177488735,-43.52095389656211,39.32498411407025
BRM213_2019,5.490046831489173,20.121114121632687,-17.381580067195117,-11.754355221806108,9.556107424628308,0.9087863233157277,14.648308412574778,-1.89847684176992,-10.075151096390442,-2.3821317233074097,94855.77729577423,20.794485869177464,-24.359231082060546,-5.400137718961844,9.520419796352613,-7.754865325780612,-87.46175914563601,-21.751706578944862,126.8399018741182,-19.74236971482098,5.302638017187814,-53.331722182742084,-32.84044344304826,73.90040617276796,11.234488190248015,4.681900350214835,39.244326525507944,-19.096321717473913,-30.198177620803605,11.023126943140866
BRM213_2010,5.728007057194747,34.26278103484458,-14.306339741892543,-20.232505456507894,1.0321259902948583,1.0927057909082432,28.82680654516605,-8.310553798894489,-15.039777679627974,-4.903099923526085,87649.55880063538,36.2487981130854,-21.277857845102304,-18.259644200943157,4.121520418225174,-6.862431448699607,-95.90440912278851,-13.976792040662914,123.81559633990506,-16.19530960966283,4.7124934089095945,-54.58827761593608,-16.884995684066666,59.162593787717185,11.246219339542819,5.2047222720266175,56.25789248832791,-18.95897469998951,-38.05930504461258,2.005180357734943
BSC_2007,11.015495696565406,3.8873688272647087,36.32542804566964,0.09785717368964697,-40.66819158939432,1.196758619701791,30.908924269811052,1.0876090370300204,6.227665800020432,-37.96492823397409,109172.03493165529,0.8353534723484017,22.465074317946915,26.156731079369777,-49.98228471499444,-3.693580475452287,-85.7727348809086,-26.95353181101801,133.46319176698188,-22.84991842491098,6.437891362608272,-17.47719234171646,-18.748487003004,60.03714779694562,-24.457247058111548,4.241283453469408,46.03263592677553,0.24689113207591618,-12.780861619715452,-32.855076357658945
CBW_2013,4.700233078654645,13.1634789906321,4.747752517047715,-2.4368229450984984,-15.355149777760545,2.7933925035517975,3.146873381702278,-6.244711116439291,-9.298791813805494,12.602018299223246,63854.12674132111,14.299455547677354,-4.1948722892182815,-8.685772897155957,-1.1201279356542528,-3.7208008151522747,-94.39053973258505,-25.750317204542,148.97145659571441,-31.22193679181551,2.5873474633835882,-36.60120939646737,-17.423122823708255,45.550494964598215,7.7625341617603,5.984298038619412,30.092637131035644,-4.802000355302965,-27.25746264830923,2.6498159839463113
CBW_2018,4.525940371334816,-4.565782420563991,3.189288878651084,0.09582006426749956,1.19439994617845,2.9196369525838284,-0.25127731734387737,8.938401068884104,-13.446493787483533,4.806148227165963,65666.04995571841,-2.9022653252185933,9.421031342923513,-13.59841416543803,7.093660427923325,-4.36235081950739,-95.7799055853548,72.78817451689994,52.34774260290328,-31.78365793780185,3.0838146859649487,-51.21649579695807,24.26536595894369,3.8582350977054034,22.221025544115463,5.918342916198297,16.527646281195004,9.35522361480372,-34.635581806094834,9.21214053067294
CBW_2015,4.185055247251048,1.8556674651567135,-7.059600624047064,-7.3225582023502795,12.704929012796157,2.8172624106328543,9.225883994435364,-10.024798126622997,-4.439487369216906,5.498733034264561,61228.15100461622,11.090516487150552,-15.94055079283359,-4.476330147100711,9.672599589345126,-3.170634621398544,-85.19198857260733,-29.39521005645588,124.29922708200664,-11.691105437538596,2.644669678856185,-24.986866660473396,-40.40802761164192,28.04449983216449,37.211676430269506,5.475646026317405,22.568025383968646,-10.979015685639538,-21.21912048159986,10.231936734382913
CBW_2014,4.467890373204412,-21.128931178362635,2.5852275550283537,-6.405628427073367,24.759128420667878,2.9083424196199243,-15.21735597319632,0.9264074370263415,-9.901225804621745,24.12357502644457,66407.06250864766,-11.413682706337255,4.146536546700958,-20.475613835121948,27.79677531983606,-4.788349008538613,-93.85642376794344,19.234628874722134,71.3039131559294,1.2915634318128468,3.3725953307865675,-53.27986433956264,-6.979180283773161,-0.6325660051758035,60.38976317740594,5.809962335344634,-3.246343826370392,3.574763535182555,-32.178320916418926,32.12855190601189
CBW_2017,3.998260192669688,19.24127501584539,-4.637040459567444,-12.806956984049592,-1.3941427100364905,2.9446329063074588,15.837565215671162,-9.373021759085816,-6.433985824783136,0.31718492643453544,61902.059291172984,22.68483275207511,-9.548239992390634,-6.92819090621353,-5.778058296870142,-3.4502928330038505,-93.58570191390858,11.591103886978232,108.39468179780033,-28.74702319503143,2.400090701821818,-34.939479070461076,-7.976447308860983,24.998619024055472,17.34630020377581,5.638502487988099,38.3595181904617,-12.119503660106588,-24.730194168885873,-0.6833454601566302
CBW_2012,4.439391153754209,-7.889184828803991,14.888768187245091,-9.666134111501535,2.6091591698103684,3.0118470732974125,0.33726840342289677,-8.373628609089138,-7.742261799373267,15.955719701835719,64657.79507728635,-3.123365805257265,0.09671704763805167,-12.240921768708787,15.401023325460514,-3.939984309114758,-97.0043715604415,23.489633185973418,107.54576165133236,-35.47097267068082,2.7322761861093507,-56.332962302796524,5.522050352917219,22.20084858401215,28.305416124802008,6.167431716608149,17.19485017793889,-2.9899040754948487,-29.642260096080108,15.795909204312736
